id,item_id,dept_id,cat_id,store_id,state_id,d,sales,date,wm_yr_wk,weekday,wday,month,year,event_name_1,event_type_1,event_name_2,event_type_2,snap_CA,snap_TX,snap_WI,sell_price,is_weekend,quarter,lag_7,lag_28,rolling_mean_7,rolling_std_7,is_festival,snap,predicted_demand,demand_std,safety_stock,reorder_point,current_inventory,stockout_risk,recommended_order,risk_score,risk_level,recommendation
FOODS_1_005_CA_1_validation,FOODS_1_005,FOODS_1,FOODS,CA_1,CA,d_1886,1,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,3.54,0,1,2.0,2.0,1.4285714285714286,1.397276262011537,0,0,1.2506716,1.397276262011537,6.09979507852515,14.854496692905034,1.500806,HIGH,13.353690718898381,89.89662184432352,CRITICAL,Urgent stock replenishment required
FOODS_1_003_TX_1_validation,FOODS_1_003,FOODS_1,FOODS,TX_1,TX,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,3.23,0,1,1.0,1.0,0.5714285714285714,0.7867957924694432,0,0,0.6103793,0.7867957924694432,3.434748899119119,7.707403909342508,0.73245513,HIGH,6.9749487749507235,90.49673349149458,CRITICAL,Urgent stock replenishment required
FOODS_1_001_CA_3_validation,FOODS_1_001,FOODS_1,FOODS,CA_3,CA,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,2.24,0,1,2.0,1.0,2.4285714285714284,4.27617987059879,0,0,1.174035,4.27617987059879,18.667619023324857,26.88586357593716,1.408842,HIGH,25.47702160835446,94.75991550874484,CRITICAL,Urgent stock replenishment required
FOODS_1_005_TX_3_validation,FOODS_1_005,FOODS_1,FOODS,TX_3,TX,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,3.54,0,1,0.0,1.0,1.4285714285714286,1.511857892036909,0,0,1.1452553,1.511857892036909,6.6,14.616787528991699,1.3743064,HIGH,13.242481088638305,90.59775318189772,CRITICAL,Urgent stock replenishment required
FOODS_1_002_CA_2_validation,FOODS_1_002,FOODS_1,FOODS,CA_2,CA,d_1886,2,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,9.48,0,1,1.0,0.0,0.7142857142857143,0.7559289460184545,0,0,0.52002484,0.7559289460184545,3.3,6.94017391204834,0.6240298,HIGH,6.316144096851349,91.00844124217612,CRITICAL,Urgent stock replenishment required
FOODS_1_001_WI_3_validation,FOODS_1_001,FOODS_1,FOODS,WI_3,WI,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,2.24,0,1,0.0,0.0,0.2857142857142857,0.48795003647426666,0,0,0.4904001,0.48795003647426666,2.1301408404140796,5.562941610219988,0.5884802,HIGH,4.974461435678514,89.42142097158914,CRITICAL,Urgent stock replenishment required
FOODS_1_008_CA_2_validation,FOODS_1_008,FOODS_1,FOODS,CA_2,CA,d_1886,1,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,3.54,0,1,0.0,0.0,0.5714285714285714,0.9759000729485332,0,0,0.5970591,0.9759000729485332,4.260281680828159,8.439694999462192,0.7164709,HIGH,7.723224102264469,91.51070154498025,CRITICAL,Urgent stock replenishment required
FOODS_1_006_CA_1_validation,FOODS_1_006,FOODS_1,FOODS,CA_1,CA,d_1886,3,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,2.48,0,1,0.0,1.0,0.5714285714285714,1.1338934190276813,0,0,0.6667489,1.1338934190276813,4.9499999999999975,9.617242050170896,0.8000987,HIGH,8.817143332958219,91.6805804300365,CRITICAL,Urgent stock replenishment required
FOODS_1_009_WI_3_validation,FOODS_1_009,FOODS_1,FOODS,WI_3,WI,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,2.24,0,1,0.0,0.0,0.0,0.0,0,0,0.12056109,0.0,0.0,0.8439276218414307,0.14467332,HIGH,0.6992543041706085,82.85714154548606,CRITICAL,Urgent stock replenishment required
FOODS_1_008_WI_1_validation,FOODS_1_008,FOODS_1,FOODS,WI_1,WI,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,3.54,0,1,0.0,0.0,0.5714285714285714,1.133893419027682,0,0,0.54956865,1.133893419027682,4.950000000000001,8.796980571746827,0.6594824,HIGH,8.137498152256013,92.50330935583891,CRITICAL,Urgent stock replenishment required
FOODS_1_010_WI_1_validation,FOODS_1_010,FOODS_1,FOODS,WI_1,WI,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,6.77,0,1,2.0,0.0,1.7142857142857142,1.1126972805283728,0,0,1.1505592,1.1126972805283728,4.857468476480312,12.911382546609707,1.380671,HIGH,11.530711522287197,89.30655939177444,CRITICAL,Urgent stock replenishment required
FOODS_1_009_TX_1_validation,FOODS_1_009,FOODS_1,FOODS,TX_1,TX,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,2.24,0,1,0.0,0.0,0.0,0.0,0,0,0.12056109,0.0,0.0,0.8439276218414307,0.14467332,HIGH,0.6992543041706085,82.85714154548606,CRITICAL,Urgent stock replenishment required
FOODS_1_001_CA_4_validation,FOODS_1_001,FOODS_1,FOODS,CA_4,CA,d_1886,2,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,2.24,0,1,1.0,0.0,0.42857142857142855,0.5345224838248488,0,0,0.58106107,0.5345224838248488,2.333452377915607,6.400880013108479,0.6972733,HIGH,5.703606699109303,89.1066023332539,CRITICAL,Urgent stock replenishment required
FOODS_1_008_TX_3_validation,FOODS_1_008,FOODS_1,FOODS,TX_3,TX,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,3.54,0,1,0.0,0.0,0.0,0.0,0,0,0.12974538,0.0,0.0,0.9082176685333252,0.15569445,HIGH,0.7525232136249542,82.85714313840636,CRITICAL,Urgent stock replenishment required
FOODS_1_011_CA_2_validation,FOODS_1_011,FOODS_1,FOODS,CA_2,CA,d_1886,1,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,2.68,0,1,5.0,10.0,3.7142857142857144,2.5634797778466236,0,0,3.2144861,2.5634797778466236,11.190844472156694,33.69224828075045,3.8573835,HIGH,29.834864791141683,88.55112470540406,CRITICAL,Urgent stock replenishment required
FOODS_1_011_WI_2_validation,FOODS_1_011,FOODS_1,FOODS,WI_2,WI,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,2.68,0,1,0.0,0.0,0.0,0.0,0,0,0.09509308,0.0,0.0,0.6656515598297119,0.1141117,HIGH,0.5515398606657982,82.85714237744655,CRITICAL,Urgent stock replenishment required
FOODS_1_005_TX_1_validation,FOODS_1_005,FOODS_1,FOODS,TX_1,TX,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,3.54,0,1,1.0,0.0,1.4285714285714286,1.7182493859684491,0,0,1.2246046,1.7182493859684491,7.5009999333422215,16.073232179741147,1.4695256,HIGH,14.60370660410333,90.85731134096339,CRITICAL,Urgent stock replenishment required
FOODS_1_002_TX_3_validation,FOODS_1_002,FOODS_1,FOODS,TX_3,TX,d_1886,1,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,9.48,0,1,1.0,2.0,0.5714285714285714,0.7867957924694432,0,0,0.6572079,0.7867957924694432,3.434748899119119,8.035204183237772,0.7886495,HIGH,7.2465546838214205,90.18507207244899,CRITICAL,Urgent stock replenishment required
FOODS_1_004_WI_3_validation,FOODS_1_004,FOODS_1,FOODS,WI_3,WI,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,1.96,0,1,0.0,0.0,0.0,4.272243734249905e-07,0,0,0.29603696,4.272243734249905e-07,1.8650435860780626e-06,2.0722605759047923,0.35524437,HIGH,1.7170162075900492,82.8571574228962,CRITICAL,Urgent stock replenishment required
FOODS_1_008_TX_2_validation,FOODS_1_008,FOODS_1,FOODS,TX_2,TX,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,3.54,0,1,0.0,0.0,0.0,0.0,0,0,0.12974538,0.0,0.0,0.9082176685333252,0.15569445,HIGH,0.7525232136249542,82.85714313840636,CRITICAL,Urgent stock replenishment required
FOODS_1_011_CA_4_validation,FOODS_1_011,FOODS_1,FOODS,CA_4,CA,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,2.68,0,1,0.0,0.0,0.42857142857142855,0.7867957924694424,0,0,0.5101849,0.7867957924694424,3.4347488991191155,7.006043206827856,0.6122219,HIGH,6.393821310179449,91.26151697078095,CRITICAL,Urgent stock replenishment required
FOODS_1_001_TX_1_validation,FOODS_1_001,FOODS_1,FOODS,TX_1,TX,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,2.24,0,1,1.0,0.0,0.5714285714285714,0.7867957924694434,0,0,0.62810767,0.7867957924694434,3.4347488991191204,7.831502687113505,0.7537292,HIGH,7.077773462908488,90.37567559741434,CRITICAL,Urgent stock replenishment required
FOODS_1_004_TX_1_validation,FOODS_1_004,FOODS_1,FOODS,TX_1,TX,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,1.96,0,1,0.0,0.0,0.0,0.0,0,0,0.27270588,0.0,0.0,1.9089411497116089,0.32724708,HIGH,1.5816940665245056,82.85714134055198,CRITICAL,Urgent stock replenishment required
FOODS_1_002_CA_1_validation,FOODS_1_002,FOODS_1,FOODS,CA_1,CA,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,9.48,0,1,0.0,1.0,0.2857142857142857,0.48795003647426666,0,0,0.4314887,0.48795003647426666,2.1301408404140796,5.1505616301327075,0.51778644,HIGH,4.6327751868992175,89.94699063099748,CRITICAL,Urgent stock replenishment required
FOODS_1_005_WI_2_validation,FOODS_1_005,FOODS_1,FOODS,WI_2,WI,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,3.54,0,1,0.0,1.0,1.5714285714285714,1.5118578920369063,0,0,1.2731947,1.5118578920369063,6.599999999999989,15.512363052368153,1.5278337,HIGH,13.9845293521881,90.15086421699749,CRITICAL,Urgent stock replenishment required
FOODS_1_006_WI_2_validation,FOODS_1_006,FOODS_1,FOODS,WI_2,WI,d_1886,2,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,2.48,0,1,1.0,0.0,1.1428571428571428,0.6900655593423456,0,0,0.90203106,0.6900655593423456,3.012474066278376,9.326691633722223,1.0824373,HIGH,8.244254356882013,88.39419893623935,CRITICAL,Urgent stock replenishment required
FOODS_1_008_CA_4_validation,FOODS_1_008,FOODS_1,FOODS,CA_4,CA,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,3.54,0,1,0.0,0.0,0.14285714285714285,0.37796447300922725,0,0,0.31438103,0.37796447300922725,1.65,3.850667142868042,0.37725726,HIGH,3.4734098851680755,90.20280788489605,CRITICAL,Urgent stock replenishment required
FOODS_1_002_WI_1_validation,FOODS_1_002,FOODS_1,FOODS,WI_1,WI,d_1886,2,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,9.48,0,1,2.0,0.0,1.1428571428571428,0.6900655593423556,0,0,0.70599586,0.6900655593423556,3.0124740662784197,7.954444891473733,0.8471951,HIGH,7.10724980261036,89.34941280727872,CRITICAL,Urgent stock replenishment required
FOODS_1_006_CA_4_validation,FOODS_1_006,FOODS_1,FOODS,CA_4,CA,d_1886,1,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,2.48,0,1,1.0,3.0,2.142857142857143,1.8644544714716096,0,0,1.6558207,1.8644544714716096,8.139256722821811,19.730001695050817,1.986985,HIGH,17.74301672686539,89.92911912073555,CRITICAL,Urgent stock replenishment required
FOODS_1_002_TX_1_validation,FOODS_1_002,FOODS_1,FOODS,TX_1,TX,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,9.48,0,1,0.0,0.0,0.0,0.0,0,0,0.10654569,0.0,0.0,0.7458198070526123,0.12785482,HIGH,0.6179649829864502,82.85714285714286,CRITICAL,Urgent stock replenishment required
FOODS_1_011_CA_3_validation,FOODS_1_011,FOODS_1,FOODS,CA_3,CA,d_1886,1,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,2.68,0,1,1.0,0.0,3.0,3.316624790355399,0,0,1.5893991,3.316624790355399,14.478691239196996,25.604484696228248,1.907279,HIGH,23.697205681640845,92.55099629140999,CRITICAL,Urgent stock replenishment required
FOODS_1_006_CA_3_validation,FOODS_1_006,FOODS_1,FOODS,CA_3,CA,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,2.48,0,1,0.0,2.0,1.1428571428571428,1.4638501094228,0,0,1.0529021,1.4638501094228,6.390422521242239,13.760737119325736,1.2634826,HIGH,12.497254548677542,90.81820574223642,CRITICAL,Urgent stock replenishment required
FOODS_1_011_TX_3_validation,FOODS_1_011,FOODS_1,FOODS,TX_3,TX,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,2.68,0,1,0.0,0.0,0.14285714285714285,0.3779644730092274,0,0,0.35059023,0.3779644730092274,1.6500000000000008,4.104131603240967,0.4207083,HIGH,3.6834233045578006,89.74915184613135,CRITICAL,Urgent stock replenishment required
FOODS_1_003_CA_1_validation,FOODS_1_003,FOODS_1,FOODS,CA_1,CA,d_1886,4,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,3.23,0,1,1.0,0.0,0.8571428571428571,0.6900655593423541,0,0,0.65242225,0.6900655593423541,3.012474066278413,7.579429632684663,0.7829067,HIGH,6.796522921583131,89.67063817407296,CRITICAL,Urgent stock replenishment required
FOODS_1_003_WI_2_validation,FOODS_1_003,FOODS_1,FOODS,WI_2,WI,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,3.23,0,1,0.0,0.0,0.0,0.0,0,0,0.086861655,0.0,0.0,0.6080315709114075,0.10423399,HIGH,0.5037975832819939,82.85714219194699,CRITICAL,Urgent stock replenishment required
FOODS_1_006_WI_1_validation,FOODS_1_006,FOODS_1,FOODS,WI_1,WI,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,2.48,0,1,3.0,0.0,1.1428571428571428,1.0690449676496974,0,0,0.96961063,1.0690449676496974,4.6669047558312124,11.45417911648795,1.1635329,HIGH,10.290646263361424,89.84184862753146,CRITICAL,Urgent stock replenishment required
FOODS_1_009_CA_4_validation,FOODS_1_009,FOODS_1,FOODS,CA_4,CA,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,2.24,0,1,0.0,0.0,0.0,0.0,0,0,0.12056109,0.0,0.0,0.8439276218414307,0.14467332,HIGH,0.6992543041706085,82.85714154548606,CRITICAL,Urgent stock replenishment required
FOODS_1_005_WI_1_validation,FOODS_1_005,FOODS_1,FOODS,WI_1,WI,d_1886,2,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,3.54,0,1,4.0,4.0,3.0,2.645751311064589,0,0,2.4749432,2.645751311064589,11.549999999999994,28.87460212707519,2.9699318,HIGH,25.904670286178582,89.71438003603951,CRITICAL,Urgent stock replenishment required
FOODS_1_001_TX_3_validation,FOODS_1_001,FOODS_1,FOODS,TX_3,TX,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,2.24,0,1,0.0,0.0,0.2857142857142857,0.487950036474267,0,0,0.4904001,0.487950036474267,2.130140840414081,5.562941610219989,0.5884802,HIGH,4.974461435678515,89.42142097158914,CRITICAL,Urgent stock replenishment required
FOODS_1_011_WI_3_validation,FOODS_1_011,FOODS_1,FOODS,WI_3,WI,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,2.68,0,1,0.0,0.0,0.0,0.0,0,0,0.09509308,0.0,0.0,0.6656515598297119,0.1141117,HIGH,0.5515398606657982,82.85714237744655,CRITICAL,Urgent stock replenishment required
FOODS_1_003_TX_2_validation,FOODS_1_003,FOODS_1,FOODS,TX_2,TX,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,3.23,0,1,1.0,0.0,0.42857142857142855,0.5345224838248488,0,0,0.45965314,0.5345224838248488,2.333452377915607,5.551024351716267,0.55158377,HIGH,4.999440584779011,90.06338772830789,CRITICAL,Urgent stock replenishment required
FOODS_1_010_CA_3_validation,FOODS_1_010,FOODS_1,FOODS,CA_3,CA,d_1886,1,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,5.64,0,1,2.0,0.0,0.7142857142857143,0.7559289460184547,0,0,0.53323853,0.7559289460184547,3.300000000000001,7.032669830322266,0.63988626,HIGH,6.3927835702896125,90.90123273989487,CRITICAL,Urgent stock replenishment required
FOODS_1_010_CA_1_validation,FOODS_1_010,FOODS_1,FOODS,CA_1,CA,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,5.64,0,1,0.0,0.0,0.0,0.0,0,0,0.09730765,0.0,0.0,0.6811535358428955,0.11676919,HIGH,0.5643843486905098,82.85714145080532,CRITICAL,Urgent stock replenishment required
FOODS_1_006_TX_2_validation,FOODS_1_006,FOODS_1,FOODS,TX_2,TX,d_1886,3,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,2.48,0,1,3.0,1.0,1.1428571428571428,1.3451854182690985,0,0,1.0006073,1.3451854182690985,5.872393038617221,12.876643565045445,1.2007288,HIGH,11.675914790974705,90.67514163915973,CRITICAL,Urgent stock replenishment required
FOODS_1_005_CA_4_validation,FOODS_1_005,FOODS_1,FOODS,CA_4,CA,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,3.54,0,1,3.0,0.0,2.2857142857142856,1.976047040118708,0,0,2.029416,1.976047040118708,8.62641292774697,22.832325517773825,2.4352994,HIGH,20.397026121258932,89.33398442213372,CRITICAL,Urgent stock replenishment required
FOODS_1_006_CA_2_validation,FOODS_1_006,FOODS_1,FOODS,CA_2,CA,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,2.48,0,1,1.0,0.0,0.5714285714285714,1.1338934190276808,0,0,0.58486646,1.1338934190276808,4.949999999999996,9.044065189361568,0.7018398,HIGH,8.342225384712215,92.23977503529144,CRITICAL,Urgent stock replenishment required
FOODS_1_004_TX_3_validation,FOODS_1_004,FOODS_1,FOODS,TX_3,TX,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,1.96,0,1,0.0,0.0,0.0,0.0,0,0,0.27270588,0.0,0.0,1.9089411497116089,0.32724708,HIGH,1.5816940665245056,82.85714134055198,CRITICAL,Urgent stock replenishment required
FOODS_1_011_TX_1_validation,FOODS_1_011,FOODS_1,FOODS,TX_1,TX,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,2.68,0,1,3.0,0.0,1.4285714285714286,1.1338934190276815,0,0,1.1413915,1.1338934190276815,4.949999999999999,12.9397403717041,1.3696699,HIGH,11.570070457458495,89.41501239668824,CRITICAL,Urgent stock replenishment required
FOODS_1_003_CA_3_validation,FOODS_1_003,FOODS_1,FOODS,CA_3,CA,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,3.23,0,1,0.0,2.0,0.42857142857142855,0.5345224838248481,0,0,0.65187186,0.5345224838248481,2.333452377915604,6.896555576920731,0.7822463,HIGH,6.11430928528331,88.65743510782104,CRITICAL,Urgent stock replenishment required
FOODS_1_005_CA_2_validation,FOODS_1_005,FOODS_1,FOODS,CA_2,CA,d_1886,9,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,3.54,0,1,5.0,4.0,6.428571428571429,6.023762469230863,0,0,2.8531723,6.023762469230863,26.29667279334023,46.268878909062884,3.423807,HIGH,42.845072003316425,92.6001948037781,CRITICAL,Urgent stock replenishment required
FOODS_1_003_CA_4_validation,FOODS_1_003,FOODS_1,FOODS,CA_4,CA,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,3.23,0,1,2.0,0.0,0.42857142857142855,0.7867957924694432,0,0,0.45491633,0.7867957924694432,3.434748899119119,6.619163285868387,0.5458996,HIGH,6.073263656275492,91.75273964371952,CRITICAL,Urgent stock replenishment required
FOODS_1_005_CA_3_validation,FOODS_1_005,FOODS_1,FOODS,CA_3,CA,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,3.54,0,1,0.0,1.0,4.428571428571429,4.035556254807296,0,0,3.1336913,4.035556254807296,17.617179115851666,39.55301781519249,3.7604296,HIGH,35.79258819444969,90.4926859479774,CRITICAL,Urgent stock replenishment required
FOODS_1_004_CA_2_validation,FOODS_1_004,FOODS_1,FOODS,CA_2,CA,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,1.96,0,1,0.0,0.0,0.0,0.0,0,0,0.27270588,0.0,0.0,1.9089411497116089,0.32724708,HIGH,1.5816940665245056,82.85714134055198,CRITICAL,Urgent stock replenishment required
FOODS_1_001_CA_1_validation,FOODS_1_001,FOODS_1,FOODS,CA_1,CA,d_1886,2,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,2.24,0,1,0.0,1.0,0.8571428571428571,0.8997354108424372,0,0,0.86084133,0.8997354108424372,3.9277856356985668,9.953675032366046,1.0330096,HIGH,8.920665384042987,89.6218266623729,CRITICAL,Urgent stock replenishment required
FOODS_1_011_TX_2_validation,FOODS_1_011,FOODS_1,FOODS,TX_2,TX,d_1886,0,2016-03-28,11609,Monday,3,3,2016,,,,,0,0,0,2.68,0,1,0.0,1.0,0.7142857142857143,1.4960264830861913,0,0,0.71522975,1.4960264830861913,6.530888147870855,11.537496157209233,0.8582757,HIGH,10.679220445672826,92.56098810485747,CRITICAL,Urgent stock replenishment required
